PZN;Artikelname;DF;PM;PE;Herstellerk¸rzel;Lager;Bestand;EK;EEK;AVK;VK;EVK;Preisaktion;AP;Kalkulationsmodell;AM;DC;MP;LM;KM
11648419;IBUFLAM AKUT 400MG FTA;FTA;50;St;A. NA;ja;11;6,41;3,05;11,95;11,97;11,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9731722;IBUFLAM KINDERSAFT 20MG/ML;SUE;100;ml;ZENTI;ja;0;3,10;1,75;5,95;5,97;5,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
68972;IBUHEXAL AKUT 400;FTA;20;St;HEXAL;ja;3;3,25;1,99;6,25;6,27;6,25;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12547181;IBUPROFEN ABZ 40MG/ML;SIR;100;ml;ABZ;ja;0;2,64;2,44;5,09;5,09;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
9443124;IBUPROFEN AL 40MG/ML;SUE;100;ml;ALIUD;ja;0;2,64;2,36;4,95;5,09;4,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5020869;IBUPROFEN AL AKUT400MG FTA;FTA;10;St;ALIUD;ja;5;1,27;0,94;2,50;2,50;2,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5020875;IBUPROFEN AL AKUT400MG FTA;FTA;20;St;ALIUD;ja;3;1,97;1,21;3,80;3,80;3,80;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
18157334;IBUPROFEN PAEDIA 75MG SUP;SUP;10;St;PA25;ja;5;3,57;3,37;6,88;6,88;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
741794;ICHTHOLAN 20%;SAL;15;g;ICHTH;ja;6;7,56;4,31;13,95;13,95;13,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
11172572;ICHTHOLAN 50%;SAL;15;g;ICHTH;ja;1;9,07;5,17;15,95;15,97;15,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1050129;ICHTHOLAN 50%;SAL;25;g;ICHTH;ja;2;11,34;6,36;19,95;19,97;19,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1547410;ICHTHYOL ROHSTOFF;SUB;30;g;ICHTH;ja;1;10,18;9,48;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
9895760;ID EXPERT LIGHT EXTRA;BEU;28;St;IDMED;ja;2;11,74;8,35;20,90;13,21;20,90;;0,00;Inkontinenzhilfen Vorlagen;nein;Nein;Ja;nein, kein Lebensmittel;Nein
8523849;IDEOS;KTA;90;St;LABOI;ja;2;16,80;16,55;28,55;28,58;28,55;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6426496;IDIA IME DC BLUTZUCKERTEST;TTR;50;St;IME-D;ja;8;17,00;13,95;22,95;27,00;22,95;;0,00;Teststreifen;nein;Nein;Ja;nein, kein Lebensmittel;Nein
2890506;IGNATIA C30;GLO;10;g;DHU;ja;1;5,98;5,55;10,95;11,17;10,95;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2102526;IGNATIA D12;GLO;10;g;DHU;ja;1;5,72;5,41;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1774040;IGNATIA D30;GLO;10;g;DHU;ja;1;5,98;5,47;10,95;11,17;10,95;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
15193312;ILON LIPPENCREME HS;CRE;3;ml;CESRA;ja;1;4,80;3,63;8,95;8,97;8,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
10056674;ILON SALBE CLASSIC;SAL;25;g;CESRA;ja;1;7,60;5,63;13,95;13,99;13,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
7145204;IMAZOL PASTE;PST;25;g;LABOB;ja;1;4,62;4,47;8,60;8,63;8,60;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
11534845;IMMORTELLENWASSER BIO;XPK;100;ml;PRIMA;ja;0;6,38;5,32;10,90;10,90;10,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
7296788;IMODIUM AKUT;HKP;12;St;JOHNS;ja;24;5,34;4,22;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4940757;IMODIUM AKUT;HKP;6;St;JOHNS;ja;5;3,10;2,39;5,95;5,97;5,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1689854;IMODIUM AKUT LINGUAL;SMT;12;St;JOHNS;ja;2;6,94;5,48;12,95;12,97;12,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1689848;IMODIUM AKUT LINGUAL;SMT;6;St;JOHNS;ja;15;4,27;3,41;7,95;7,97;7,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5501600;IMUPRET N DRAGEES;UTA;50;St;BIONO;ja;20;7,69;5,69;13,95;14,10;13,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9775926;IMUPRET N TROPFEN;TRO;100;ml;BIONO;ja;3;14,72;10,89;24,95;25,05;24,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9775903;IMUPRET N TROPFEN;TRO;50;ml;BIONO;ja;27;7,69;5,69;13,95;14,10;13,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6705902;INFECTODIARRSTOP LGG BANAN;PSE;6;St;INFEC;ja;1;8,40;8,15;14,95;14,95;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
6819037;INFECTOGINGI MUNDGEL;GEL;6;g;INFEC;ja;5;4,81;3,14;8,95;8,98;8,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
679457;INFECTOPEDICUL;LOE;100;ml;INFEC;ja;1;14,96;14,73;25,45;25,45;25,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
995230;INFECTOPEDICUL NISSENKAMM;;1;St;INFEC;ja;1;6,30;5,93;9,95;10,00;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
521118;INFLUDO;MIS;20;ml;WELED;ja;3;6,53;5,85;12,20;12,20;12,20;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9647424;INFLUDORON STREUKUEGELCHEN;GLO;10;g;WELED;ja;3;6,15;5,26;11,50;11,50;11,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6463244;INFUSIONSZUB BU FLY 21G GR;KAN;1;St;NEO C;ja;10;1,00;0,36;1,30;0,00;1,30;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
13882148;INGWER GINJER PASTILLE ZIT;PAS;40;g;LEMON;ja;1;3,70;3,45;4,95;4,95;4,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
9303268;INGWER PURE;TRO;20;ml;MEPHS;ja;1;3,43;3,33;5,95;5,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
4867960;INHAL SAUG KL KIEF104890FL;;1;St;BUETT;ja;1;2,15;2,15;3,75;0,00;3,75;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
3560320;INHAL SAUGER 102866 WEISS;;1;St;BUETT;ja;1;2,15;2,15;3,75;0,00;3,75;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
4086429;INHALATOR KUNSTSTOFF WEISS;;1;St;BRIME;ja;1;3,75;2,89;4,95;0,00;4,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1833759;INHALIERHILFE RATIO N F BE;;1;St;RATIO;ja;1;2,01;2,01;3,78;3,78;0,00;;0,00;;nein;Nein;Ja;keine Angabe;Nein
896456;INJEKT F FEINDOS SPRITZE;SRI;100X1;ml;B. BR;ja;1;13,57;9,89;20,95;0,00;20,95;;0,00;MedProd1;nein;Nein;Ja;nein, kein Lebensmittel;Nein
611005;INJEKT LOCK PVC-FREI;SRI;100X10;ml;B. BR;ja;1;25,98;19,70;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
14366472;INTACT TRAUBENZ BEU FRUCHT;BON;100;g;INTAC;ja;0;1,71;1,36;2,25;0,00;2,25;;0,00;OTC Nicht-AM;nein;Nein;Nein;ja;Nein
14366489;INTACT TRAUBENZ BEU KINDER;BON;100;g;INTAC;ja;0;1,71;1,23;2,25;0,00;2,25;;0,00;OTC Nicht-AM;nein;Nein;Nein;ja;Nein
6816398;INTACT TRAUBENZ KINDER MIX;BON;75;g;INTAC;ja;0;1,24;1,00;1,60;0,00;1,60;;0,00;OTC Nicht-AM;nein;Nein;Nein;ja;Nein
17231034;INTIM PFLEGE OEL BIO;EIN;50;ml;PRIMA;ja;4;9,89;0,00;16,90;16,90;16,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
7666297;INTRAFIX AIR P 150CM LUER;;1;St;B. BR;ja;27;1,19;0,63;1,70;0,00;1,70;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9942092;IPALAT HALSPASTILLEN CLASS;PAS;40;St;PFLEG;ja;7;4,13;2,74;6,95;6,97;6,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
3991095;IPALAT HALSPASTILLEN ZUFR;PAS;40;St;PFLEG;ja;22;4,13;2,74;6,95;6,97;6,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
14143111;IPALAT HONIGMILD O MENT ZF;PAS;40;ST;PFLEG;ja;3;4,13;4,09;6,95;6,97;6,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
14287703;IPALAT HYDRO MED LUTSCHPAS;PAS;30;ST;PFLEG;ja;6;5,39;3,67;7,95;8,90;7,95;;0,00;VK/UVP -10% (Runden auf,95);nein;Nein;Ja;nein, kein Lebensmittel;Nein
17468569;IPALAT PAST&FLAVOR ANANAS;PAS;40;St;PFLEG;ja;1;3,72;2,83;4,95;5,97;4,95;;0,00;;nein;Nein;Nein;ja;Nein
17468606;IPALAT PAST&FLAVOR HIM VAN;PAS;40;St;PFLEG;ja;5;3,72;3,72;4,95;5,97;4,95;;0,00;;nein;Nein;Nein;ja;Nein
17468612;IPALAT PAST&FLAVOR MAN MAR;PAS;40;St;PFLEG;ja;1;3,72;2,79;4,95;5,97;4,95;;0,00;;nein;Nein;Nein;ja;Nein
17468629;IPALAT PAST&FLAVOR MAT ORA;PAS;40;St;PFLEG;ja;2;3,72;2,83;4,95;5,97;4,95;;0,00;;nein;Nein;Nein;ja;Nein
17468635;IPALAT PAST&FLAVOR MAULBEE;PAS;40;St;PFLEG;ja;1;3,72;2,90;4,95;5,97;4,95;;0,00;;nein;Nein;Nein;ja;Nein
17468641;IPALAT PAST&FLAVOR OGENMEL;PAS;40;St;PFLEG;ja;3;3,72;2,83;4,95;5,97;4,95;;0,00;;nein;Nein;Nein;ja;Nein
17468658;IPALAT PAST&FLAVOR ORA ING;PAS;40;St;PFLEG;ja;1;3,72;2,79;4,95;5,97;4,95;;0,00;;nein;Nein;Nein;ja;Nein
17469014;IPALAT PAST&FLAVOR RAMBUTA;PAS;40;St;PFLEG;ja;6;3,72;2,83;4,95;5,97;4,95;;0,00;;nein;Nein;Nein;ja;Nein
17469020;IPALAT PAST&FLAVOR SAL CAR;PAS;40;St;PFLEG;ja;5;3,72;2,83;4,95;5,97;4,95;;0,00;;nein;Nein;Nein;ja;Nein
17469037;IPALAT PAST&FLAVOR SANDDOR;PAS;40;St;PFLEG;ja;2;3,72;3,72;4,95;5,97;4,95;;0,00;;nein;Nein;Nein;ja;Nein
17469066;IPALAT PAST&FLAVOR SOMMERM;PAS;40;St;PFLEG;ja;5;3,72;2,90;4,95;5,97;4,95;;0,00;;nein;Nein;Nein;ja;Nein
17469072;IPALAT PAST&FLAVOR YUZU;PAS;40;St;PFLEG;ja;7;3,72;2,83;4,95;5,97;4,95;;0,00;;nein;Nein;Nein;ja;Nein
2925162;IRIS D 6;GLO;10;g;DHU;ja;1;6,26;5,79;11,70;11,70;11,70;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1609128;IRRIGATOR SET 1 LITER;;1;St;BERTR;ja;1;7,40;5,62;10,95;0,00;10,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
3396814;ISLA CASSIS PASTILLEN;PAS;30;St;ENGEL;ja;13;3,10;2,50;5,95;5,97;5,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
3397699;ISLA CASSIS PASTILLEN;PAS;60;St;ENGEL;ja;0;5,34;4,38;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
11553995;ISLA JUNIOR;PAS;20;St;ENGEL;ja;8;3,62;2,71;6,95;6,97;6,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
14443735;ISLA MED AKUT ZITRUS-HONIG;PAS;20;St;ENGEL;ja;7;4,81;3,94;8,95;8,98;8,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
3227098;ISLA MINT PASTILLEN;PAS;30;St;ENGEL;ja;1;3,10;2,62;5,95;5,97;5,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
3227081;ISLA MOOS PASTILLEN;PAS;30;St;ENGEL;ja;3;3,10;2,54;5,95;5,97;5,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
3126523;ISLA MOOS PASTILLEN;PAS;60;St;ENGEL;ja;9;5,34;4,11;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
7307486;ISOPROPANOL 70% V/V;;1;l;FISHA;ja;1;0,00;10,18;16,50;0,00;16,50;;0,00;OTC Nicht-AM (kein EK);nein;Ja;Nein;nein, kein Lebensmittel;Nein
9713173;ISOPROPYLALKOHOL 70%;;5;l;AMEFA;ja;2;0,00;27,90;46,95;0,00;46,95;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
10042761;ISOPROPYLALKOHOL 70% (V/V);FLU;100;ml;LAMOT;ja;1;2,18;1,80;3,95;4,01;3,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10042778;ISOPROPYLALKOHOL 70% (V/V);FLU;200;ml;LAMOT;ja;1;3,76;3,43;7,95;7,00;7,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4769708;ISOPROPYLALKOHOL 70%HETTER;LOE;100;ml;TEOFA;ja;0;2,26;1,90;4,10;4,14;4,10;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
7474907;ISOPROPYLALKOHOL DAB PZ;;1;l;HEDIN;ja;1;0,00;8,65;13,60;0,00;13,60;;0,00;OTC Nicht-AM (kein EK);nein;Ja;Nein;keine Angabe;Nein
7474936;ISOPROPYLALKOHOL DAB PZ;;5;l;HEDIN;ja;0;0,00;35,27;67,15;0,00;67,15;;0,00;OTC neu ohne EK;nein;Ja;Nein;keine Angabe;Nein
4082928;ISOPROPYLPALMITAT;FLU;100;ml;BOMBA;ja;1;6,40;5,78;9,35;0,00;9,35;;0,00;OTC Nicht-AM;nein;Ja;Nein;nein, kein Lebensmittel;Nein
4667511;ISOTONISCHE KOCHSALZ 0.9%;INF;250;ml;SERUM;ja;1;1,85;1,32;3,55;3,57;3,55;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
7247838;JABORANDI D12;GLO;10;g;DHU;ja;1;6,26;4,93;11,70;11,70;11,70;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
11030197;JACOBUS SCHWEDENKRAEUTER;PUL;40;g;PHALF;ja;1;3,97;3,74;6,55;6,55;6,55;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
2076272;JACUTIN NISSENKAMM;;1;St;HERMA;ja;1;4,99;4,55;7,95;7,95;7,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
17416118;JAMU IMMUN BIO KONZENTRAT;KON;500;ml;JAMU;ja;4;0,00;6,89;12,95;0,00;12,95;;0,00;;nein;Nein;Nein;ja;Nein
2782432;JELONET 10X10CM PARAF STER;WGA;10;St;SMITN;ja;1;17,73;6,49;26,95;0,00;26,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
2805127;JETSPACER INHALIERHILFE;;1;St;ASCHC;ja;1;1,92;0,00;3,70;3,70;3,70;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;keine Angabe;Nein
13422346;JHP ROEDLER JAPAN MINZOEL;AEO;10;ml;MERCL;ja;11;4,66;3,73;8,70;8,71;8,70;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
271006;JODETTEN HENNING 1X WOECH;TAB;28;St;SANOA;ja;1;9,92;9,69;17,45;17,47;17,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2545005;JODID 100;TAB;100;St;MERC;ja;1;3,88;2,21;7,45;7,49;7,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3799133;JODID 200;TAB;100;St;MERC;ja;1;5,34;3,29;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3105998;JODID 200 HEXAL;TAB;100;St;HEXAL;ja;6;3,49;2,05;6,70;6,72;6,70;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2305519;JODUM;;50;g;INTDR;ja;1;21,35;10,27;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Keine Angabe
18194938;JOHANNISKRAUTOEL BIO;OEL;50;ml;PRIMA;ja;3;5,79;0,00;9,90;9,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
11538464;JOHANNISKRAUTOEL BIO;XPK;50;ml;PRIMA;ja;4;5,79;5,36;9,90;9,90;9,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
2477580;JOHANNISKRAUTTEE AURICA;TEE;80;g;AURIC;ja;1;2,97;2,18;3,90;4,95;3,90;;0,00;EEK + 50%;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3107514;JOJOBA 100% WILCO CLASSIC;OEL;100;ml;WILCO;ja;1;7,70;7,31;10,95;10,95;10,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
20250;JOJOBAOEL BIO;XPK;100;ml;PRIMA;ja;1;10,24;9,19;17,50;17,50;17,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
8508212;JUBIN ZUCKERLOE SCHN ENERG;LOE;40;g;JUBIN;ja;1;1,42;1,09;1,90;1,90;1,90;;0,00;VK/UVP (abgerundet);nein;Nein;Keine Angabe;ja;Keine Angabe
11524516;K.H.3 VITALKOMPLEX;KAP;30;St;RIEMS;ja;0;8,38;8,21;14,92;14,92;0,00;;0,00;;nein;Nein;Nein;ja;Nein
3766139;KADEFUNGIN 3;KPG;1;St;KADE;ja;11;6,70;5,23;12,50;12,52;12,50;ja;9,95;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3767802;KADEFUNGIN 3;VCR;20;g;KADE;ja;5;5,34;4,01;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3767819;KADEFUNGIN 3;VTA;3;St;KADE;ja;5;5,34;4,17;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10993605;KADEFUNGIN BEFEUCHTUNGSGEL;GEL;30;ml;KADE;ja;2;6,37;5,17;11,90;11,90;11,90;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
12143472;KADEFUNGIN FLORAPROTECT;VTA;7;St;KADE;ja;0;8,44;7,10;14,95;14,99;14,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
161714;KADEFUNGIN MILCHSAEUREKUR;GEL;7X2.5;g;KADE;ja;1;10,78;8,41;18,95;18,99;18,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
17874387;KADEZYKLUS KRAEMPFEN MENST;FTA;10;St;KADE;ja;1;3,06;2,79;5,90;5,90;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
17874401;KADEZYKLUS STAR BLUT MENST;FTA;20;St;KADE;ja;3;10,16;7,92;17,90;17,90;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4665340;KAELTE SOFORT KOM 15X21CM;KOM;1;St;WEPA;ja;5;2,05;1,35;2,20;2,20;2,20;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
10030522;KAESEPAPPELTEE DR. KOTTAS;TEE;20;St;BIOS;ja;1;3,42;3,12;5,15;5,15;0,00;;0,00;;nein;Nein;Nein;ja;Nein
1420649;KAISER NATRON BTL;PUL;250;g;HOLST;ja;1;1,63;1,31;3,20;3,20;3,20;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
1566347;KALINOR;BTA;15;St;DESMA;ja;1;4,66;4,55;8,70;8,71;8,70;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2135106;KALINOR;BTA;2X15;St;DESMA;ja;1;9,38;9,02;16,50;16,52;16,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
7515598;KALINOR;BTA;90;St;DESMA;ja;1;27,96;27,78;45,59;45,59;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2758221;KALINOR RETARD P;HKP;100;St;DESMA;ja;2;8,61;8,42;15,20;15,20;15,20;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2758209;KALINOR RETARD P;HKP;20;St;DESMA;ja;1;2,12;1,99;3,95;4,08;3,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2758215;KALINOR RETARD P;HKP;50;St;DESMA;ja;2;4,62;4,36;8,60;8,63;8,60;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2890475;KALIUM BICHROM D12;GLO;10;g;DHU;ja;1;5,72;5,12;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3631646;KALIUM CHLORAT D12;GLO;10;g;DHU;ja;1;6,26;5,70;11,70;11,70;11,70;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2638480;KALIUM PHOS D12;GLO;10;g;DHU;ja;1;6,26;5,41;11,70;11,70;11,70;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
7712873;KALIUM VERLA BTL;GRA;50;St;VERLA;ja;1;6,72;6,32;11,25;11,29;11,25;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8597670;KALIUMHYDROGENCARBONAT;PUL;100;g;EURO;ja;0;5,90;3,25;5,80;0,00;5,80;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
2500764;KALIUMPERMANGANATDOSE 10G;;1;St;WEPA;ja;7;0,66;0,00;1,55;0,00;1,55;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
1397235;KALIUMSORBAT;;25;g;CAELO;ja;1;6,85;5,78;6,78;0,00;6,78;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
1009428;KALMUSWURZEL;TEE;150;g;BOMBA;ja;1;4,90;4,85;7,05;8,47;7,05;;0,00;EEK + 50%;nein;Nein;Nein;ja;Nein
10964331;KALT WARM KOMPR 12X29 LOSE;KOM;1;ST;WEPA;ja;3;1,90;1,20;2,70;2,70;2,70;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
4861880;KALT WARM KOMPR 8.5X14.5CM;KOM;1;St;WEPA;ja;5;0,74;0,47;0,99;0,99;0,99;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
720295;KAMILLE ROEMISCH KBA;AEO;1;ml;PRIMA;ja;1;11,06;11,06;18,90;18,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
8465721;KAMILLENBLUETEN;;100;g;APOFI;ja;3;4,80;4,50;6,99;6,99;0,00;;0,00;;nein;Nein;Nein;ja;Nein
16316886;KAMILLENBLUETEN TEE BIO;TEE;50;g;AURIC;ja;1;3,30;3,05;4,50;4,95;4,50;;0,00;EEK + 50%;nein;Nein;Nein;ja;Nein
329272;KAMILLIN EXTERN ROBUGEN;LOE;6X40;ml;ROBUG;ja;1;7,73;7,65;14,15;14,15;14,15;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2555765;KAMILLOSAN CREME;CRE;20;g;MYLHC;ja;1;3,88;2,52;7,45;7,49;7,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
565096;KAMILLOSAN KONZENTRAT;KON;100;ml;MYLHC;ja;3;7,59;5,44;13,95;13,98;13,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2234417;KAMILLOSAN KONZENTRAT;KON;250;ml;MYLHC;ja;2;15,27;9,79;25,95;25,99;25,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
565073;KAMILLOSAN KONZENTRAT;KON;30;ml;MYLHC;ja;4;3,88;2,71;7,45;7,49;7,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
565162;KAMILLOSAN SALBE;SAL;20;g;MYLHC;ja;1;4,27;2,53;7,95;7,97;7,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16684153;KAMISTAD BABY;GEL;20;ml;STAGM;ja;2;6,73;4,74;10,47;10,47;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
3927045;KAMISTAD GEL;GEL;10;g;STAGM;ja;23;7,13;5,16;12,95;13,32;12,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
