PZN;Artikelname;DF;PM;PE;Herstellerkürzel;Lager;Bestand;EK;EEK;AVK;VK;EVK;Preisaktion;AP;Kalkulationsmodell;AM;DC;MP;LM;KM
14443735;ISLA MED AKUT ZITRUS-HONIG;PAS;20;St;ENGEL;ja;19;4,81;3,94;8,95;8,98;8,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
14168944;ISLA MED VOICE;PAS;20;St;ENGEL;ja;10;4,81;3,94;8,95;8,98;8,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Ja;nein, kein Lebensmittel;Nein
3227081;ISLA MOOS PASTILLEN;PAS;30;St;ENGEL;ja;11;3,10;2,59;5,95;5,97;5,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Ja;nein, kein Lebensmittel;Nein
3126523;ISLA MOOS PASTILLEN;PAS;60;St;ENGEL;ja;2;5,34;4,11;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
7307486;ISOPROPANOL 70% V/V;;1;l;FISHA;ja;1;0,00;9,12;14,95;0,00;14,95;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
9713173;ISOPROPYLALKOHOL 70%;;5;l;AMEFA;ja;3;0,00;0,00;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
4769708;ISOPROPYLALKOHOL 70%HETTER;LOE;100;ml;TEOFA;ja;1;2,26;2,09;4,14;4,14;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
7474907;ISOPROPYLALKOHOL DAB PZ;;1;l;HEDIN;ja;1;0,00;8,65;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
11049624;ISOPROPYLMYRISTAT;FLU;100;ml;CAELO;ja;1;9,50;5,80;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
4604462;ISOTONISCHE KOCHSALZ 0.9%;INF;500;ml;SERUM;ja;1;2,08;1,52;4,01;4,01;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2295979;ISOTONISCHE KOCHSALZ Z INH;INL;20X5;ml;EIFEL;ja;0;6,22;6,09;10,70;10,70;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
4032965;ISOTONISCHE NACL 0.9% EIF;INF;100;ml;EIFEL;ja;1;2,88;2,31;5,56;5,56;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
11030197;JACOBUS SCHWEDENKRAEUTER;PUL;40;g;PHALF;ja;2;3,97;3,42;5,80;6,55;5,80;;0,00;;nein;Nein;Nein;ja;Nein
17416118;JAMU IMMUN BIO KONZENTRAT;KON;500;ml;JAMU;ja;9;0,00;6,89;12,95;0,00;12,95;;0,00;;nein;Nein;Nein;ja;Nein
13422346;JHP ROEDLER JAPAN MINZOEL;AEO;10;ml;MERCL;ja;3;4,66;3,42;7,95;8,71;7,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4926007;JODETTEN 200 HENNING;TAB;100;St;SANOA;ja;1;6,62;5,95;12,36;12,36;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3799133;JODID 200;TAB;100;St;MERC;ja;1;5,34;3,30;9,97;9,97;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3105998;JODID 200 HEXAL;TAB;100;St;HEXAL;ja;2;3,49;2,05;6,70;6,72;6,70;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4619156;JODID RATIOPHARM 100UG;TAB;100;St;RATIO;ja;6;2,25;1,55;4,34;4,34;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
13752428;JUNIORLAX;PLE;50X6.9;g;ARDEY;ja;1;15,59;15,18;26,53;26,53;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3766139;KADEFUNGIN 3;KPG;1;St;KADE;ja;9;6,70;5,23;12,50;12,52;12,50;ja;9,95;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3767802;KADEFUNGIN 3;VCR;20;g;KADE;ja;2;5,34;4,01;9,95;9,97;9,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3767819;KADEFUNGIN 3;VTA;3;St;KADE;ja;2;5,34;4,17;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
161714;KADEFUNGIN MILCHSAEUREKUR;GEL;7X2.5;g;KADE;ja;2;10,78;8,41;18,95;18,99;18,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
4665340;KAELTE SOFORT KOM 15X21CM;KOM;1;St;WEPA;ja;17;2,05;0,92;1,95;2,20;1,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
7515598;KALINOR;BTA;90;St;DESMA;ja;1;27,96;26,98;45,55;45,59;45,55;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2758221;KALINOR RETARD P;HKP;100;St;DESMA;ja;6;8,61;8,26;15,20;15,20;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2758215;KALINOR RETARD P;HKP;50;St;DESMA;ja;1;4,62;4,44;8,60;8,63;8,60;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
7712896;KALIUM VERLA BTL;GRA;100;St;VERLA;ja;1;12,21;11,28;19,30;19,30;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
7712867;KALIUM VERLA BTL;GRA;20;St;VERLA;ja;3;3,26;2,53;5,65;5,65;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
7712873;KALIUM VERLA BTL;GRA;50;St;VERLA;ja;1;6,72;6,30;11,29;11,29;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
7756652;KALIUMHYDROXID;PUL;900;g;FISHA;ja;1;0,00;11,00;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
14162551;KALT WARM KOM KIND8.5X14.5;KOM;1;ST;WEPA;ja;13;0,71;0,47;0,99;0,99;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1821242;KALT WARM KOMPR 12X29 FIXB;;1;St;WEPA;ja;12;3,25;2,31;3,95;3,95;3,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
10964331;KALT WARM KOMPR 12X29 LOSE;KOM;1;ST;WEPA;ja;14;1,90;1,35;2,70;2,70;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
4861880;KALT WARM KOMPR 8.5X14.5CM;KOM;1;St;WEPA;ja;21;0,74;0,71;0,99;0,99;0,99;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
12869192;KAMILLENBLUETEN;TEE;75;g;BOMBA;ja;1;3,98;3,12;5,40;5,79;5,40;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
329289;KAMILLIN EXTERN ROBUGEN;LOE;10X40;ml;ROBUG;ja;1;10,78;9,42;18,95;18,98;18,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2555788;KAMILLOSAN CREME;CRE;100;g;MYLHC;ja;1;10,78;8,40;18,98;18,98;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2555765;KAMILLOSAN CREME;CRE;20;g;MYLHC;ja;1;3,88;0,00;7,49;7,49;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2555771;KAMILLOSAN CREME;CRE;40;g;MYLHC;ja;1;5,88;4,00;10,98;10,98;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
565096;KAMILLOSAN KONZENTRAT;KON;100;ml;MYLHC;ja;6;7,59;5,44;12,95;13,98;12,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
565073;KAMILLOSAN KONZENTRAT;KON;30;ml;MYLHC;ja;2;3,88;2,71;7,45;7,49;7,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5973405;KAMILLOSAN MUND U RACHENSP;SPR;30;ml;MYLHC;ja;8;5,88;4,21;10,98;10,98;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
565162;KAMILLOSAN SALBE;SAL;20;g;MYLHC;ja;1;4,27;2,53;7,97;7,97;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
16684153;KAMISTAD BABY;GEL;20;ml;STAGM;ja;1;6,73;5,70;10,47;10,47;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
3927045;KAMISTAD GEL;GEL;10;g;STAGM;ja;29;7,13;5,16;13,30;13,32;13,30;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16231807;KELOFIBRASE;CRE;25;ml;GLEN;ja;1;9,26;9,04;16,45;16,49;16,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
1712257;KELTICAN FORTE;KAP;20;St;TROMM;ja;3;19,18;14,38;28,45;28,45;0,00;;0,00;;nein;Nein;Nein;ja;Nein
2837759;KETOZOLIN 2%;SHA;120;ml;DERMA;ja;1;10,51;8,20;18,50;18,50;18,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2837742;KETOZOLIN 2%;SHA;60;ml;DERMA;ja;8;5,34;4,06;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9198601;KIESELERDE+BIOTIN KAPSELN;KAP;60;St;ASTTW;ja;1;7,43;6,23;9,95;10,59;9,95;;0,00;;nein;Nein;Nein;ja;Nein
13880244;KIJIMEA REGULARIS;GRA;250;g;SYNFO;ja;1;15,71;13,82;21,95;21,99;21,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
8813748;KIJIMEA REIZDARM;KAP;14;St;SYNFO;ja;1;15,88;14,53;19,95;19,99;19,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
8813754;KIJIMEA REIZDARM;KAP;28;St;SYNFO;ja;1;27,80;24,96;34,99;34,99;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
15999653;KIJIMEA REIZDARM PRO;KAP;14;St;SYNFO;ja;3;16,67;16,24;20,95;20,99;20,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
8012008;KINDER MASEKE;;50;St;;ja;2;0,00;4,50;8,95;0,00;8,95;;0,00;;keine Angabe;Keine Angabe;Keine Angabe;keine Angabe;Keine Angabe
11952181;KINDERLAX ELEKTROLYTFREI;PLE;30;St;INFEC;ja;1;13,50;13,10;22,49;22,49;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
4187656;KLIMAKTOPLANT N;TAB;100;St;DHU;ja;1;10,51;9,03;18,50;18,50;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
580492;KLOSTERFRAU MELISSENGEIST;FLU;235;ml;KLOFR;ja;1;12,99;11,06;14,75;14,79;14,75;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
580440;KLOSTERFRAU MELISSENGEIST;FLU;95;ml;KLOFR;ja;6;5,76;4,32;7,50;7,29;7,50;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
7748552;KNOBIVITAL WEISSDORN+HOLUN;FLA;960;ml;KNOBI;ja;1;18,82;18,49;29,90;29,90;29,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Keine Angabe
809109;KOCHSALZ 0.9% ISOTON PL;INF;10X500;ml;FREKA;ja;1;13,59;8,18;23,12;23,12;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3037067;KOCHSALZ 0.9% MINIPLAS CON;ILO;10X20;ml;B. BR;ja;1;4,06;3,37;7,70;7,70;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3079870;KOCHSALZ 0.9% MINIPLAS CON;ILO;10X5;ml;B. BR;ja;0;2,65;2,09;5,11;5,11;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2335549;KODAN FORTE FARBLOS;TIN;250;ml;SCHUE;ja;1;7,20;3,75;10,70;10,71;10,70;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3056515;KOHLE COMPRETTEN;TAB;30;St;KLIN;ja;10;5,87;4,58;8,50;10,97;8,50;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4490231;KOHLE HEVERT;TAB;20;St;HEVER;ja;1;3,88;3,33;7,45;7,49;7,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1955936;KOMPENSAN;TAB;100;St;ROCNE;ja;1;14,21;12,36;24,18;24,18;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2416609;KOMPENSAN;TAB;20;St;ROCNE;ja;1;4,27;3,65;7,95;7,97;7,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
14385386;KOPFWOHL ROLL ON BIO;EMU;10;ml;PRIMA;ja;1;5,79;5,36;9,90;9,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
4251590;KORODIN HERZ KREISLAUF TRO;FLE;10;ml;ROBUG;ja;1;3,71;3,20;7,15;7,15;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4251615;KORODIN HERZ KREISLAUF TRO;FLE;100;ml;ROBUG;ja;1;18,98;18,37;32,30;32,30;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4906588;KORODIN HERZ KREISLAUF TRO;FLE;40;ml;ROBUG;ja;2;9,57;8,88;16,85;16,85;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
18045724;KRAEUTERMUEHLE;;1;St;STOR;ja;3;0,00;4,10;6,95;0,00;6,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
15394832;KRAFT TANKEN RAUMSPRAY;AEO;50;ml;PRIMA;ja;1;7,55;7,55;12,90;12,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
10075022;KRUECKENKAPSEL STAHL GRA18;;1;St;SUNDO;ja;2;0,95;0,00;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
8011055;KRUEKENKAPSEL GR 2 20MM SCHWA;;;;;ja;1;0,00;0,69;2,50;0,00;2,50;;0,00;;keine Angabe;Keine Angabe;Keine Angabe;keine Angabe;Keine Angabe
167616;KWIZDA ERSTE HIL B NASENBL;;2;St;LOHPH;ja;0;2,40;2,40;3,95;3,95;3,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
167622;KWIZDA ERSTE HIL SPRAY;SPR;40;g;LOHPH;ja;1;5,00;4,31;7,95;8,65;7,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
10551913;KYTTA GERUCHSNEUTRAL;CRE;150;g;WICKP;ja;2;15,86;13,35;26,99;26,99;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
10832859;KYTTA SCHMERZSALBE;CRE;100;g;WICKP;ja;18;11,07;7,86;19,45;19,49;19,45;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
10832865;KYTTA SCHMERZSALBE;CRE;150;g;WICKP;ja;7;15,86;11,59;26,95;26,99;26,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10832842;KYTTA SCHMERZSALBE;CRE;50;g;WICKP;ja;26;5,61;4,11;10,45;10,48;10,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12358936;KYTTA WAERMEBALSAM;CRE;100;g;WICKP;ja;1;8,28;6,29;16,95;16,99;16,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
12358913;KYTTA WAERMEBALSAM;CRE;50;g;WICKP;ja;1;4,79;4,01;10,45;10,48;10,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
10130821;LACTRASE 12000 FCC;KAP;150;St;PRONA;ja;2;21,83;21,48;28,50;28,50;28,50;;0,00;;nein;Nein;Nein;ja;Nein
10950122;LACTRASE 6000 KLICKSPENDER;TAB;60;St;PRONA;ja;1;7,25;7,14;9,45;9,45;0,00;;0,00;;nein;Nein;Nein;ja;Nein
1418948;LACTULOSE 1A PHARMA;SIR;1000;ml;1APHA;ja;2;10,35;9,12;14,95;18,23;14,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1418931;LACTULOSE 1A PHARMA;SIR;500;ml;1APHA;ja;2;5,56;4,74;8,95;10,39;8,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4916871;LACTULOSE RATIOPHARM SIRUP;SIR;1000;ml;RATIO;ja;1;14,67;5,98;14,95;24,97;14,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4916859;LACTULOSE RATIOPHARM SIRUP;SIR;200;ml;RATIO;ja;13;3,10;1,26;4,95;5,97;4,95;;0,00;VK/UVP -10% (Runden auf,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4916865;LACTULOSE RATIOPHARM SIRUP;SIR;500;ml;RATIO;ja;2;8,27;3,37;7,95;14,79;7,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
9240800;LADIVAL AKUT APRES FLUID;GEL;200;ml;STAGM;ja;1;12,96;12,79;19,95;22,36;19,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
3373492;LADIVAL ALLERG HAUT LSF 30;GEL;200;ml;STAGM;ja;3;13,29;13,12;20,95;22,75;20,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
3520421;LADIVAL ALLERG HAUT LSF 50;GEL;200;ml;STAGM;ja;1;14,29;14,29;21,95;24,31;21,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14405835;LADIVAL FUER KINDER LSF50+;SPR;200;ml;STAGM;ja;1;14,35;12,72;21,95;24,42;21,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
2298920;LAIF 900 BALANCE;FTA;20;St;BAYSE;ja;1;10,21;7,35;17,98;17,98;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3839507;LAMISIL;CRE;15;g;GSKOT;ja;1;5,59;4,63;10,45;10,45;10,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1412124;LAMISIL;CRE;30;g;GSKOT;ja;4;10,73;8,26;18,90;18,90;18,90;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6621499;LAMISIL ONCE;LOE;4;g;GSKOT;ja;1;9,19;7,65;13,49;16,18;13,49;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2165194;LAMISIL SPRAY;SPR;15;ml;GSKOT;ja;3;6,68;4,84;11,75;12,48;11,75;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1096249;LANOLINUM;SAL;100;g;CAELO;ja;1;5,95;4,88;10,50;0,00;10,50;;0,00;;nein;Ja;Nein;keine Angabe;Nein
4856034;LARYNGOMEDIN N;SPR;45;g;KLOFR;ja;4;9,74;7,04;17,16;17,16;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
5489603;LASEA;WKA;14;St;SCHWA;ja;12;8,15;6,39;13,95;14,65;13,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5489626;LASEA;WKA;28;St;SCHWA;ja;11;14,96;11,73;24,95;25,45;24,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
15394559;LASS LOS DUFTMISCHUNG;AEO;5;ml;PRIMA;ja;2;5,79;4,94;9,90;9,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
16043833;LAVANOX SERAG WUNDGEL;GEL;50;ml;SERAG;ja;1;28,34;27,49;44,95;0,00;44,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
720585;LAVENDEL FEIN KBA;AEO;5;ml;PRIMA;ja;1;4,97;4,38;7,50;8,50;7,50;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
12730436;LAXATAN M;GSE;24;St;KLOFR;ja;1;14,43;12,32;24,55;24,55;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
11729922;LAXBENE JUNIOR 500MG/ML;LSE;200;ml;MERCL;ja;2;11,75;9,35;19,95;20,69;19,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3302919;LAXOBERAL ABFUEHR TABL;TAB;50;St;A. NA;ja;3;9,35;7,43;14,80;16,47;14,80;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1976861;LAXOBERAL ABFUEHR TROPFEN;TEI;15;ml;A. NA;ja;1;5,34;4,60;9,95;9,97;9,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1590311;LAXOBERAL ABFUEHR TROPFEN;TEI;30;ml;A. NA;ja;1;10,61;9,50;16,95;18,68;16,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4348786;LAXOBERAL ABFUEHR TROPFEN;TEI;50;ml;A. NA;ja;3;15,85;12,60;26,95;26,98;26,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
15394513;LEBENSLUST DUFTMISCHUNG;AEO;5;ml;PRIMA;ja;1;5,79;4,81;9,90;9,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
15394714;LEBENSLUST RAUMSPRAY BIO;AEO;50;ml;PRIMA;ja;1;7,55;7,26;12,90;12,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
7798053;LEBEWOHL HUEHNERAUG EX E;PFL;8;St;LEBEW;ja;1;3,40;2,59;6,10;6,10;6,10;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3055208;LEDERFINGERLING GR5;;1;St;BERTR;ja;1;1,99;1,40;2,60;0,00;2,60;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
2487940;LEFAX;KTA;20;St;BAYSE;ja;4;3,57;2,54;6,85;6,88;6,85;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2487928;LEFAX;KTA;50;St;BAYSE;ja;4;7,76;5,62;14,15;14,18;14,15;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2563813;LEFAX EXTRA;KTA;20;St;BAYSE;ja;6;4,22;3,10;7,89;7,89;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
614943;LEFAX EXTRA FLUESSIG;KAP;20;St;BAYSE;ja;6;4,94;3,19;5,90;7,99;5,90;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9013180;LEFAX EXTRA LEMON FRESH;GRA;16;St;BAYSE;ja;16;4,60;4,02;6,95;7,29;6,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
10537847;LEFAX INTENS 250MG SIMETIC;WKA;20;St;BAYSE;ja;0;5,59;4,61;8,95;8,99;8,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
10537876;LEFAX INTENS LEM FRE 250MG;GRA;20;St;BAYSE;ja;4;6,00;4,47;8,95;9,49;8,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
2563865;LEFAX PUMP LIQUID;PPL;100;ml;BAYSE;ja;5;10,78;8,17;18,95;18,98;18,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2563842;LEFAX PUMP LIQUID;PPL;50;ml;BAYSE;ja;14;5,61;4,65;10,45;10,48;10,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9540933;LEGALON FORTE HARTKAPSELN;HKP;100;St;ACAMU;ja;1;32,91;31,12;51,99;51,99;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
15201247;LEICHTER LERNEN DUFT;AEO;5;ml;PRIMA;ja;1;5,79;0,00;9,90;9,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
15201299;LEICHTER LERNEN DUFT RO BI;EMU;10;ml;PRIMA;ja;1;5,79;0,00;9,90;9,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
15201253;LEICHTER LERNEN RAUMSP BIO;AEO;50;ml;PRIMA;ja;1;7,55;6,99;12,90;12,90;12,90;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
8011090;LEICHTMETALLSTOCK  100KG;;1;St;;ja;1;0,00;8,50;0,00;0,00;0,00;;0,00;;keine Angabe;Keine Angabe;Keine Angabe;keine Angabe;Keine Angabe
747035;LEINSAMEN GOLDGELB GESCHRO;;500;g;AURIC;ja;1;3,80;2,93;4,95;5,70;4,95;;0,00;;nein;Nein;Nein;ja;Keine Angabe
12397155;LEMOCIN GEGEN HALSSCHMERZ;LUT;20;St;STAGM;ja;3;5,24;3,98;9,75;9,79;9,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
229406;LEMONGRASS KBA;AEO;5;ml;PRIMA;ja;1;3,80;3,47;6,50;6,50;6,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
1698586;LEUKOFIX 5X1.25CM;PFL;1;St;BSNME;ja;1;4,09;2,22;5,49;0,00;5,49;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
625987;LEUKOPLAST 5X1.25CM;PFL;1;St;BSNME;ja;4;3,33;1,91;3,95;0,00;3,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
625993;LEUKOPLAST 5X2.50CM;PFL;1;St;BSNME;ja;1;5,05;2,30;3,90;0,00;3,90;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
626142;LEUKOPLAST WASSF 5X1.25CM;PFL;1;St;BSNME;ja;1;4,20;2,41;3,95;0,00;3,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
626219;LEUKOSILK 5MX1.25CM;PFL;1;St;BSNME;ja;2;3,83;2,26;2,95;0,00;2,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
626225;LEUKOSILK 5MX2.5CM;PFL;1;St;BSNME;ja;4;6,33;2,95;4,95;0,00;4,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
8011517;LEUKOSTRIP 4X38MM;PFL;1;St;SMITN;ja;2;0,00;0,00;4,00;3,90;4,00;;0,00;;keine Angabe;Keine Angabe;Keine Angabe;keine Angabe;Keine Angabe
8828247;LEUKOSTRIP S 3/4 STREIFEN;PFL;2;P;SMITN;ja;1;5,67;2,81;4,95;0,00;4,95;;0,00;OTC Nicht-AM (kein EK);nein;Nein;Ja;nein, kein Lebensmittel;Nein
