PZN;Artikelname;DF;PM;PE;Herstellerkürzel;Lager;Bestand;EK;EEK;AVK;VK;EVK;Preisaktion;AP;Kalkulationsmodell;AM;DC;MP;LM;KM
720585;LAVENDEL FEIN KBA;AEO;5;ml;PRIMA;ja;1;4,97;4,45;8,50;8,50;8,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
3797909;LAXANS RATIO 10MG SUP;SUP;10;St;RATIO;ja;0;4,14;3,17;6,95;7,79;6,95;;0,00;VK/UVP -10% (Runden auf,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12730436;LAXATAN M;GSE;24;St;KLOFR;ja;1;14,43;12,27;24,55;24,55;24,55;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
12730459;LAXATAN M;GSE;48;ST;KLOFR;ja;0;26,47;21,90;43,15;43,15;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1976861;LAXOBERAL ABFUEHR TROPFEN;TEI;15;ml;A. NA;ja;7;5,34;4,25;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1590311;LAXOBERAL ABFUEHR TROPFEN;TEI;30;ml;A. NA;ja;0;10,61;8,44;18,65;18,68;18,65;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4348786;LAXOBERAL ABFUEHR TROPFEN;TEI;50;ml;A. NA;ja;1;15,85;12,60;26,95;26,98;26,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3055220;LEDERFINGERLING GR7;;1;St;BERTR;ja;1;1,83;1,83;2,50;0,00;2,50;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
3055237;LEDERFINGERLING GR8;;1;St;BERTR;ja;0;1,73;1,73;2,95;0,00;2,95;;0,00;Handverkauf (EEK);nein;Nein;Ja;nein, kein Lebensmittel;Nein
2890127;LEDUM C30;GLO;10;g;DHU;ja;1;5,98;5,52;11,15;11,17;11,15;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2487940;LEFAX;KTA;20;St;BAYSE;ja;9;3,57;2,54;6,85;6,88;6,85;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2487928;LEFAX;KTA;50;St;BAYSE;ja;3;7,76;5,62;14,15;14,18;14,15;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10537847;LEFAX INTENS 250MG SIMETIC;WKA;20;St;BAYSE;ja;0;5,59;4,06;8,95;8,99;8,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
10537876;LEFAX INTENS LEM FRE 250MG;GRA;20;St;BAYSE;ja;4;6,00;4,47;8,95;9,49;8,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
2563865;LEFAX PUMP LIQUID;PPL;100;ml;BAYSE;ja;3;10,78;8,49;18,95;18,98;18,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2563842;LEFAX PUMP LIQUID;PPL;50;ml;BAYSE;ja;3;5,61;4,31;10,45;10,48;10,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
15201253;LEICHTER LERNEN RAUMSP BIO;AEO;50;ml;PRIMA;ja;1;7,55;6,99;12,90;12,90;12,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
12397155;LEMOCIN GEGEN HALSSCHMERZ;LUT;20;St;STAGM;ja;4;5,24;3,53;9,75;9,79;9,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1166843;LENSCARE CLEARSEPT380ML+BE;KPG;1;P;LENSC;ja;1;5,43;4,33;8,95;8,99;8,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1141719;LENSCARE KOCHSALZLOESUNG;LOE;380;ml;LENSC;ja;1;2,39;1,89;3,95;3,99;3,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
1410390;LENSCARE KOMBI PLUS;LOE;380;ml;LENSC;ja;0;4,80;4,63;7,95;7,99;7,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
625987;LEUKOPLAST 5X1.25CM;PFL;1;St;BSNME;ja;2;3,33;1,60;2,45;0,00;2,45;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
625993;LEUKOPLAST 5X2.50CM;PFL;1;St;BSNME;ja;0;5,05;2,42;4,45;0,00;4,45;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
626219;LEUKOSILK 5MX1.25CM;PFL;1;St;BSNME;ja;2;3,83;1,79;2,95;0,00;2,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
626225;LEUKOSILK 5MX2.5CM;PFL;1;St;BSNME;ja;1;6,33;3,77;4,95;0,00;4,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
4593652;LEUKOSILK 5MX2.5CM;PFL;12;St;BSNME;ja;0;65,40;35,90;48,20;0,00;48,20;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
626231;LEUKOSILK 5MX5CM;PFL;1;St;BSNME;ja;3;11,38;5,44;8,95;0,00;8,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
499726;LEUKOTAPE CLASS 3.75CMX10M;VER;1;St;BSNME;ja;1;12,75;7,73;11,95;0,00;11,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
499695;LEUKOTAPE CLASSIC 2CMX10M;VER;1;St;BSNME;ja;1;7,21;3,84;6,45;0,00;6,45;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
15197735;LEVOCETIRIZIN RATIO 5MG;FTA;20;St;RATIO;ja;5;5,24;3,42;9,75;9,79;9,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
11022921;LEVONORARISTO 1.5MG;TAB;1;St;ARISB;ja;5;9,64;3,86;16,95;16,98;16,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8597954;LIDOCAINHYDROCHLORID MONOH;PUL;10;g;EURO;ja;2;6,15;0,00;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
4531958;LINDESA HAUTSCHUTZ;CRE;75;ml;EB ME;ja;1;3,12;2,60;3,95;4,35;3,95;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Ja
17526835;LINGUMELT AKUT 2MG LY Z.E.;SMT;12;St;KLIN;ja;3;5,98;3,59;10,95;11,17;10,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
17526829;LINGUMELT AKUT 2MG LY Z.E.;SMT;6;St;KLIN;ja;3;3,62;2,17;6,95;6,97;6,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6939385;LINICIN LOTION 15 MIN;LOT;100;ml;MYLHC;ja;0;9,39;8,04;16,55;16,55;16,55;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
9242710;LINICIN LOTION 15MIN O L;LOT;100;ml;MYLHC;ja;1;8,43;7,59;14,95;14,98;14,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
6340783;LINOLA;CRE;2X250;g;WOLFF;ja;1;35,54;32,43;55,10;55,12;55,10;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6340760;LINOLA;CRE;75;g;WOLFF;ja;1;8,34;0,00;14,88;14,88;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
6797904;LINOLA DUSCH UND WASCH;XDG;300;ml;WOLFF;ja;3;8,95;7,16;12,95;12,99;12,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
1875315;LINOLA FETT;CRE;50;g;WOLFF;ja;1;6,14;5,34;11,45;11,47;11,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1875350;LINOLA FETT;CRE;75;g;WOLFF;ja;1;8,79;7,64;15,45;15,48;15,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9221091;LINOLA HAND;CRE;75;ml;WOLFF;ja;1;5,13;5,13;7,45;7,45;7,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
4024782;LINOLA HAUTMILCH;MIL;200;ml;WOLFF;ja;1;10,33;9,71;14,95;14,99;14,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14318697;LINOLA PLUS KOPFHAUT TONIK;TON;100;ml;WOLFF;ja;1;10,33;9,53;14,99;14,99;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
10017585;LINOLA SCHUTZ BALSAM;BAL;50;ml;WOLFF;ja;4;6,88;5,21;9,95;9,99;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16701064;LINOLA SEPT HAND DESINFEKT;GEL;45;ml;WOLFF;ja;0;1,83;0,00;2,65;2,65;2,65;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
17152843;LINOLA SEPT HAND HYGIE BAL;CRE;75;ml;WOLFF;ja;1;5,13;4,79;7,45;7,45;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
16740555;LINOLA SEPT HAUTCRE CLIOQU;CRE;15;g;WOLFF;ja;1;3,80;3,70;7,95;7,33;7,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
683565;LINOLA SHAMPOO;SHA;200;ml;WOLFF;ja;2;8,95;6,86;12,95;12,99;12,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;keine Angabe;Ja
8768976;LINOLA SHAMPOO FORTE;SHA;200;ml;WOLFF;ja;1;9,64;7,71;13,95;13,99;13,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
13889966;LIORAN CENTRA;UTA;20;St;CESR;ja;1;6,66;5,88;12,45;12,45;12,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
448686;LITSEA BIO;AEO;5;ml;PRIMA;ja;1;2,87;2,55;4,90;4,90;4,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
202465;LIVOCAB DIREKT;NAS;5;ml;JOHNS;ja;12;5,34;4,00;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
676714;LIVOCAB DIREKT AUGENTROPF;ATR;4;ml;JOHNS;ja;10;7,09;5,32;13,20;13,24;13,20;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
676789;LIVOCAB DIREKT KOMBI4AT5NS;KPG;1;P;JOHNS;ja;6;11,56;8,67;20,35;20,36;20,35;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16145611;LIVSANE LAEUSE NISSENKAMM;;1;St;PXG P;ja;1;1,99;1,28;3,99;3,99;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
11286175;LOCERYL NAGELL G NA DIREKT;NAW;3;ml;GALDE;ja;3;21,88;21,88;35,95;35,97;35,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4439684;LOMAPROTECT;STI;1;St;INFEC;ja;2;3,25;1,85;3,95;4,95;3,95;;0,00;;nein;Nein;Nein;keine Angabe;Ja
1939446;LOPEDIUM AKUT B AKU DURCHF;HKP;10;St;HEXAL;ja;32;2,72;1,49;5,25;5,25;5,25;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3928406;LOPEDIUM T AKUT B AK DURCH;TAB;10;St;HEXAL;ja;14;2,72;1,49;5,25;5,25;5,25;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1338066;LOPERAMID AKUT 1A PHARMA;HKP;10;St;1APHA;ja;7;1,60;0,85;2,95;3,08;2,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
251191;LOPERAMID RATIO AKUT 2MG;FTA;10;St;RATIO;ja;5;2,49;1,01;3,95;4,80;3,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3897166;LORA ADGC;TAB;20;St;ZENTI;ja;1;2,22;1,91;4,25;4,28;4,25;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3897172;LORA ADGC;TAB;50;St;ZENTI;ja;1;4,80;3,95;8,95;8,97;8,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
7222502;LORANO AKUT;TAB;20;St;HEXAL;ja;8;5,36;2,84;9,95;10,02;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
7222904;LORANO AKUT;TAB;50;St;HEXAL;ja;8;12,86;6,81;22,20;22,24;22,20;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1797130;LORANO AKUT;TAB;7;St;HEXAL;ja;6;2,26;1,20;4,35;4,36;4,35;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
13917740;LORANOPRO 5MG FILMTABL;FTA;18;St;HEXAL;ja;25;6,21;3,80;11,60;11,60;11,60;ja;8,95;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10090197;LORANOPRO 5MG FILMTABL;FTA;50;St;HEXAL;ja;8;15,96;10,00;23,95;27,16;23,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
17987619;LUNALAIF GU SCHLAF HEISSGE;BEU;20;St;BAYSE;ja;4;6,99;4,89;10,55;10,55;0,00;;0,00;;nein;Nein;Nein;ja;Nein
5039202;LUVOS HEILERDE 2 HAUTFEIN;PUL;480;g;LUVOS;ja;2;4,00;4,00;5,95;6,29;5,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1427367;MAALOXAN 25MVAL;SUS;20X10;ml;A. NA;ja;1;9,07;7,21;15,95;15,97;15,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3885370;MAALOXAN 25MVAL LIQUID;SUS;20X10;ml;A. NA;ja;1;9,07;6,63;15,95;15,97;15,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
14264056;MACROGOL 1A PHARMA;PLE;10;St;1APHA;ja;2;3,51;2,23;6,77;6,77;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
10398943;MACROGOL ABZ PULVER;PLE;100;St;ABZ;ja;1;37,33;35,64;57,75;57,75;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9247044;MACROGOL BETA PLUS;PLE;50;St;BETAP;ja;3;15,26;9,33;25,95;25,97;25,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6553094;MACROGOL RATIO BALANCE;PLE;10;St;RATIO;ja;3;4,92;2,50;8,80;9,19;8,80;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
6553102;MACROGOL RATIO BALANCE;PLE;30;St;RATIO;ja;1;13,80;7,04;23,48;23,48;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4869893;MAGALDRAT RATIO 800MG TABL;TAB;100;St;RATIO;ja;1;11,97;9,80;21,09;21,09;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2881826;MAGIUM K FORTE;TAB;100;St;HEXAL;ja;1;12,88;7,56;19,45;19,46;19,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
150774;MAGNEROT CLASSIC N;TAB;100;St;WOERW;ja;1;15,72;14,83;26,75;26,75;26,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8402413;MAGNESIUM DIASPOR400EXT DI;GRA;20;St;PROTI;ja;7;7,32;5,86;10,95;11,49;10,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Nein;ja;Nein
8402436;MAGNESIUM DIASPOR400EXT DI;GRA;50;St;PROTI;ja;12;15,53;12,42;23,25;23,25;23,25;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
66654;MAGNESIUM RATIOPHARM 300MG;PEL;40;St;RATIO;ja;7;9,44;6,15;11,95;14,95;11,95;;0,00;VK - 20% (abgerundet);nein;Nein;Nein;ja;Nein
1316900;MAGNESIUM VERLA 300 ORANGE;GRA;20;St;VERLA;ja;9;6,01;4,39;9,95;10,10;9,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Nein;ja;Nein
1316917;MAGNESIUM VERLA 300 ORANGE;GRA;50;St;VERLA;ja;6;13,47;9,67;19,95;20,65;19,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Nein;ja;Nein
16154478;MAGNESIUM VERLA 400 ZIT DI;GRA;50;St;VERLA;ja;2;14,54;10,90;22,25;22,25;22,25;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
6849268;MAGNESIUM VERLA DIREKT CIT;GRA;30;St;VERLA;ja;5;6,96;5,07;10,95;11,70;10,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Nein;ja;Nein
7396685;MAGNESIUM VERLA DIREKT HIM;GRA;30;St;VERLA;ja;4;6,96;5,14;8,95;11,70;8,95;;0,00;;nein;Nein;Nein;ja;Nein
3554934;MAGNESIUM VERLA N DRAGEES;TMR;100;St;VERLA;ja;7;6,01;4,81;10,10;10,10;10,10;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4911945;MAGNESIUM VERLA N DRAGEES;TMR;200;St;VERLA;ja;5;11,11;8,43;17,55;17,59;17,55;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9887186;MAGNESIUMSULFAT HEPTAHY KR;;500;g;CAELO;ja;1;6,40;0,00;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
3127853;MAGNETRANS FORTE 150MG;HKP;100;St;STAGM;ja;16;12,46;9,10;19,55;19,57;19,55;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3127847;MAGNETRANS FORTE 150MG;HKP;50;St;STAGM;ja;6;8,44;6,17;13,45;13,48;13,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
749206;MAIMED VINYL PUDFR MI UNST;HAS;100;St;MAIME;ja;1;13,72;3,10;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
5396669;MAMMUT BABY ZAHNI GEL;GEL;10;ml;MAMMU;ja;1;6,86;6,30;9,79;9,79;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Keine Angabe
4931793;MANNITOL;PUL;1000;g;EURO;ja;2;17,10;12,15;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
15401259;MAR NASENSPRAY PLUS PFLEGE;SPR;20;ml;STAGM;ja;10;3,67;2,75;6,95;7,08;6,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
1554516;MARIA TREBEN KL SCHW ANSAT;;90.2;g;IHRLI;ja;1;4,82;3,66;7,50;0,00;7,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Keine Angabe
8015024;MASSA FERMENTATA MEDICINALIS;LOE;50;ml;HOM;ja;1;0,00;0,00;0,00;0,00;0,00;;0,00;;keine Angabe;Ja;Keine Angabe;keine Angabe;Keine Angabe
16880227;MED COMFORT BLUE VITRIL L;HAS;100;St;AMPRI;ja;3;0,00;5,45;8,50;0,00;8,50;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
16880256;MED COMFORT BLUE VITRIL S;HAS;100;St;AMPRI;ja;2;0,00;4,25;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
8014527;MED-COMFORT OP-MUNDSCHUTZ GRÜN;;50;St;AMPRI;ja;1;0,00;2,60;9,95;0,00;9,95;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Keine Angabe
8014510;MED-COMFORT OP-MUNDSCHUTZ LILA;;50;St;AMPRI;ja;1;0,00;2,60;9,95;0,00;9,95;;0,00;;nein;Nein;;keine Angabe;Keine Angabe
8014740;MED. EINWEGMASKE SCHWARZ;;50;St;;ja;1;4,50;4,50;11,95;0,00;11,95;;0,00;;keine Angabe;Keine Angabe;;keine Angabe;Keine Angabe
7191173;MEDELA CALMA SAUG+150ML FL;;1;St;MEDEL;ja;1;10,47;8,61;17,95;17,99;17,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
760455;MEDELA EINWEG STILLEINLAGE;;30;St;MEDEL;ja;1;3,89;3,35;6,95;6,99;6,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
121695;MEDELA MILCHFL250ML SAUG M;FLA;1;St;MEDEL;ja;0;5,72;4,64;10,95;10,99;10,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
5994956;MEDELA MILCHFLA 150ML SAUG;FLA;1;St;MEDEL;ja;1;4,58;3,77;8,45;8,49;8,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
15559345;MEDELA SYMPH DOP PU PF P M;;1;St;MEDEL;ja;1;29,60;27,60;49,99;49,99;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
15559322;MEDELA SYMPH EINZ PUM PF M;;1;St;MEDEL;ja;4;16,50;15,30;27,95;27,99;27,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
15780831;MEDELA SYMPH KA PERSFIT PL;;4;St;MEDEL;ja;1;4,50;0,00;7,50;7,50;7,50;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
3812431;MEDI 7 MEDIKAMENTEN DOS 7T;;1;St;HASBA;ja;2;8,70;6,62;14,45;14,45;14,45;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Keine Angabe
10333547;MEDIGEL SCHNELLE WUNDHEILU;GEL;20;g;MEDAR;ja;8;4,48;3,10;7,35;7,87;7,35;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
10192710;MEDITONSIN TROPFEN;MIS;35;g;MEDAR;ja;3;7,06;4,41;13,15;13,19;13,15;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16226516;MEPILEX BORD FL LI 7.5X7.5;VER;5;St;MOEHE;ja;1;39,50;19,34;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1607508;MEPILEX BORDER 7.5X7.5CM;VER;5;St;EURIM;ja;1;23,52;23,16;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
11303838;MEPILEX XT 5X5CM SCHAUMVER;VER;5;St;MOEHE;ja;1;43,50;22,15;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
6846525;MERIDOL MED CHX 0.2%;LOE;300;ml;CP GA;ja;3;7,50;4,85;14,95;14,95;14,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3713120;MERIDOL MUNDSPUEL LOESUNG;LOE;400;ml;CP GA;ja;1;7,39;5,12;8,50;0,00;8,50;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
2471229;MERIDOL ZAHNBUERSTE;ZBU;1;St;CP GA;ja;0;3,46;2,17;3,95;0,00;3,95;;0,00;;nein;Nein;Nein;keine Angabe;Nein
1957059;METRONIDAZOL MIKRONISIERT;;25;g;CAELO;ja;1;8,95;6,08;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
4368151;MICROLAX;KLI;4;St;EMRA;ja;1;5,10;4,22;9,50;9,53;9,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9651609;MICROLAX;KLI;4X5;ml;JOHNS;ja;19;5,43;4,18;9,95;10,15;9,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6691181;MICROLET LANZETTEN;LAN;100;St;ASCEN;ja;2;10,78;5,99;16,15;16,16;16,15;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
6691206;MICROLET LANZETTEN FARBIG;LAN;200;St;ASCEN;ja;2;15,27;9,99;22,85;22,85;22,85;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
8604967;MIDRO TEE;TEE;48;g;MIDRO;ja;2;1,97;1,65;3,80;3,80;3,80;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1115805;MIGLYOL 812 HUELS NEUTRAL;OEL;250;ml;CAELO;ja;1;11,85;7,14;12,91;0,00;12,91;;0,00;;nein;Ja;Nein;keine Angabe;Nein
4748681;MILCHSAEURE 80% F GENUSSZW;;250;ml;FISHA;ja;1;0,00;5,86;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
17591117;MILCHSAEURE S 90 %;;100;ml;CAELO;ja;1;12,10;11,15;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
1528157;MILGAMMA PROTEKT;FTA;30;St;WOERW;ja;1;16,16;15,45;27,50;27,50;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2172082;MIRADENT MIRA2 PLAQTEST6ER;TAB;6;St;HAGE;ja;1;3,49;2,64;4,95;4,99;4,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;keine Angabe;Keine Angabe
4323450;MIRADENT XYLITOL GUM FRUCH;KGU;30;St;HAGE;ja;1;2,70;2,10;3,55;3,59;3,55;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Keine Angabe
4302790;MIRADENT XYLITOL GUM MINZE;KGU;30;St;HAGE;ja;1;2,70;2,40;3,55;3,59;3,55;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Keine Angabe
4613194;MIRFULAN WUND HEILSALBE;SAL;50;g;MERCL;ja;2;7,06;4,70;13,15;13,19;13,15;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3817003;MOBILAT INTENS MUG-SALBE3%;CRE;50;g;STAGM;ja;0;4,81;3,25;8,95;8,98;8,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3126983;MOLIPANTS EL NETZHOES GR 1;;3;St;HARTM;ja;1;2,40;0,00;3,95;3,00;3,95;;0,00;;nein;Nein;Ja;keine Angabe;Nein
